,0,1,2
43929,54730362,52105325,42424671
43931,37310280,38434637,49353920
43937,37011409,42576791,38917297
43941,39000830,48652426,58436769
43943,40992412,54146797,43011328
43951,42004796,37807699,37945800
43953,40072873,38536609,39361943
43954,43203243,38704879,39549531
43965,43002316,58961453,38236723
43975,51337785,41632085,50055863
43991,56975660,51331625,45541592
43995,40771756,44340445,49034057
44015,46380722,57176916,37414559
44025,41295032,51442561,39351653
44034,35505410,36760337,39461556
44037,51990251,53950873,46480369
44045,52135007,51014963,55715082
44049,51793744,56046142,39992841
44050,50949748,58880780,35475751
44054,50881519,39286785,44606147
44059,50095979,34606682,37949226
44066,56364535,54996154,49862648
44075,50973633,44272402,44852484
44079,58172887,46484198,34589908
44082,56739424,35706835,59146491
44083,36142576,36440762,59382547
44091,44609458,59114782,46161123
44097,35220807,36741334,59228006
44104,38595242,46422155,56541659
44111,39972087,52502463,38689342
44117,48257638,44756312,51918932
44119,46746109,45695737,48111592
44135,55356130,47536985,59570435
44136,59699356,40053195,46672721
44137,51146465,53093487,37825330
44142,52285178,38821631,43347536
44145,34896236,45178065,48875871
44152,41189254,39257740,39552682
44157,53539483,34980144,35357257
44177,36681449,49497391,46062243
44179,37818664,35197836,38363086
44188,44005025,46364855,53548361
44205,53934767,58576143,42174344
44206,49397485,51121413,46164021
44209,38703293,36648625,44972225
44212,54806144,45960653,50440844
44217,49160754,57127346,43876283
44219,55737546,49292855,50712236
44221,51966650,37234877,40781667
44225,50280423,37938757,39622528
44228,54073740,55369645,46531582
44241,35699534,42968600,56860504
44244,58816461,43237156,42169190
44245,49208451,39899801,52253529
44250,56457829,48458810,50802125
44262,52497241,52696937,46353686
44264,53025381,51868065,53182480
44266,59618768,40831383,38729686
44282,38705868,44244508,38607274
44286,43163223,48479884,44031530
44292,37647690,43387028,44364578
44295,42980645,58194415,42175217
44297,59314551,44789966,48132250
44298,48875871,48066513,34566999
44303,41068112,36058570,38293572
44305,48185570,40499232,40462414
44306,48413124,49706517,34851713
44310,50586545,46710747,37999652
44319,59239433,46506022,39853057
44320,36986945,43718873,50820688
44323,36111594,49165232,40035345
44326,37754203,46268382,39457205
44330,37483117,35766638,46666077
44332,54448697,43691807,38120557
44334,42730352,34695134,48511484
44338,47234800,41289438,40725597
44339,43949760,43129853,50494094
44341,56334263,39641536,40064474
44343,35711216,48271491,50840541
44350,41678570,37004559,40479534
44353,48003153,53625601,41754602
44356,54253272,43197646,42507969
44362,41134839,45240005,36054794
44377,34813156,45839216,45811061
44385,39508104,56488956,42010127
44388,42396561,46468104,43935520
44393,44118600,37615332,49675374
44401,37579558,49196168,44357069
44404,35800649,47409232,37241037
44437,42239243,38759428,57070718
44445,39870183,53978713,38785047
44446,44847659,35215716,46279505
44461,55268681,35694378,58310027
44466,36014073,40345551,59031968
44489,48486431,37206421,57594159
44491,51767997,34834258,43312703
44499,36213640,35229604,57849211
44501,37966612,44688761,43046508
44507,35565128,50950216,54021643
44517,60088585,56819218,39892814
44520,39187886,55595526,37078494
44522,35161315,42631728,39606744
44532,39247021,37259975,40152854
44535,38792675,45393026,52257378
44543,44803519,57095777,46781996
44558,59409365,39532594,38293572
44567,35084676,41296998,49107918
44573,36632867,41681738,49530465
44582,50705508,58596235,48431170
44590,38215602,45901417,35817180
44610,57589535,48678488,41722168
44617,42296290,57035746,56709649
44618,35156134,49506106,43275922
44627,54862388,44103711,59784866
44630,42110993,46034579,51786739
44635,38131439,40472374,51442561
44642,42208660,43229126,46355003
44652,45411145,39126491,40788608
44661,41797818,46398411,48646338
44671,48982677,34579052,38031745
44672,39297703,42660810,52229108
44673,43447269,55355913,37127223
44678,42214376,52563340,50378291
44686,43574840,44498716,34965277
44689,36877658,45948152,37742640
44700,45805502,37564015,49460486
44713,40086236,45953965,36115872
44718,36331429,45750276,53357741
44721,45510065,37795008,41189254
44724,52414363,37827055,49880276
44728,51006741,48594998,47345692
44743,42350518,50996962,48154698
44744,49859784,38557133,36030305
44746,37624678,49579028,50981784
44753,41549913,55317211,44730178
44758,45187286,49966960,36774307
44760,38694004,41512331,53600911
44771,37386842,39849572,51421996
44772,41625983,44746358,40478343
44776,48352979,50637666,39234359
44779,50460629,47269395,44498313
44781,42259741,59159063,40751913
44785,48220493,51558441,59365126
44790,46316597,57229382,51881533
44800,52640301,40974965,58823788
44802,52477664,42050241,53071774
44803,52549123,36774307,40161956
44810,50501388,50633896,46486675
44834,38998713,46480267,56774485
44836,40317259,46397871,50115817
44838,52052362,50449123,53923289
44847,50360278,38606813,45607517
44849,39693678,59511167,50950216
44852,57905499,59255817,53081430
44854,45580522,51877847,40736292
44862,55368321,48575173,39723887
44871,41139525,57159494,49107918
44876,39680509,54216376,56231627
44877,47927695,45772191,57919279
44883,39468450,37123010,42612508
44884,35044672,41781179,49750391
44894,51754734,35631325,39610294
44902,46882761,57847705,42218659
44915,55302540,46221405,51990251
44916,44038908,43501217,39993361
44920,45151735,39649585,44601957
44921,53249677,38738245,49852363
44922,37014298,56154266,42262651
44930,50165785,40569708,48421208
44949,40721985,45160325,49823933
44963,43347536,34906305,52628215
44967,37236056,35844263,53883424
44974,35690736,35188892,48187257
44985,50641657,39948027,50463202
44995,37464518,49323426,42563317
44996,42230619,58831494,43691807
45004,47573492,49319254,34811971
45007,39512002,51490835,38579900
45011,51665908,37542085,46497185
45018,46028709,48706066,35452074
45025,51359024,57709474,53004152
45032,49653205,48283626,48480846
45033,34596936,56664037,55173349
45047,53694680,37758932,54021037
45073,38332267,50916857,36382081
45075,52950400,57683303,39577070
45076,51707391,47493861,48793481
45080,34668678,53770843,46297949
45081,36485256,47896998,56072852
45086,57085745,39234206,49643536
45095,55191412,39289765,57712711
45097,46552755,37558899,48156528
45108,38424092,35988329,38644480
45109,34840153,51782292,45403222
45111,42173657,46124309,54937149
45115,34904548,46330191,40366192
45119,40496069,39886131,53815160
45122,36059526,59237461,51868180
45123,43127189,56908510,43697154
45124,34809178,35858789,35953507
45125,41411044,48594135,40599880
45129,50855622,35992877,44340328
45134,41159871,44154173,48567102
45136,51366452,38460512,51342917
45138,42173554,36191868,38767898
45148,54346536,38114181,50723963
45151,42023657,50764302,46347001
45152,58529141,42509344,34668678
45154,39688830,53841021,55204990
45158,41579638,54981508,34801342
45159,37381101,45358761,38283196
45175,40547965,35333848,40751913
45176,41729482,38989258,46139099
45189,40920179,42662011,48927604
45194,43558054,34866674,48692845
45196,56770241,55262773,39625767
45198,49289233,54931446,42993671
45199,54380680,46270509,34967391
45205,45603607,46719082,49188248
45206,43013256,56765067,49670163
45209,56915622,46360567,42091072
45218,49409381,58907738,43665090
45221,41326938,46032192,47305372
45227,42752246,40024370,44665720
45229,53312887,51598983,45532058
45230,41861613,46606246,35316889
45232,42719265,38583745,39347379
45233,35293707,34960296,54496136
45240,56025648,42582061,44304104
45243,45514843,44443934,35945643
45246,37465864,45094816,58655224
45247,46666184,48078199,47750519
45248,38209815,50597159,41543428
45251,51815455,41402577,42851880
45253,39895183,48259891,56302643
45257,38979716,35139711,40689569
45262,44572633,44449500,50580673
45268,58002754,55326372,49127332
45271,35275500,44545148,42225726
45272,49887801,37442983,42480576
45274,46155507,42339487,37815189
45277,41174831,56980966,40417426
45283,45579862,48039319,42819036
45287,44972756,37339210,40793427
45288,49670163,37022672,41946579
45297,51393780,60051822,38899977
45302,40664810,49958029,57023323
45313,44762794,43424381,46377407
45323,44249702,38549564,40350288
45329,50518027,48204477,45554474
45335,54434756,60267506,46274689
45340,42114188,49652453,40684788
45358,38321880,55816312,43544539
45370,34798967,42545078,43754342
45372,35592095,52654821,36610358
45381,50578480,51269350,49747088
45395,47500558,51740691,43816010
45396,53790697,44601989,40051804
45399,49273981,57110552,53224749
45404,56632651,37944879,54566491
45410,58679204,35318727,40664810
45414,45633244,45171811,40547965
45416,52637027,41411211,40934428
45428,39615122,39886830,39668456
45434,53857191,56100369,39645410
45441,43206457,43955991,50835886
45444,44919823,37177936,41923360
45447,59878934,55282552,39616997
45451,44761748,47326546,57610259
45456,38167225,34794992,53836120
45467,41496544,38358664,44713865
45469,39850603,53593262,37463832
45472,59754146,41422515,54005421
45475,38233233,36861255,48762603
45476,37493431,35215063,39003015
45477,59239077,48777246,45786097
45497,44266927,46381806,35441820
45498,48364631,40590002,44315778
45504,54015969,37919952,46430273
45506,34927805,51626227,56396877
45507,34715049,57330987,48302750
45508,38937098,53265910,59982393
45520,47985429,48201744,41697165
45521,35234012,53070081,41818108
45528,48594135,50828601,50026655
45534,56636914,37806030,46111656
45539,40100040,36368913,42192855
45540,48723974,50460657,55957661
45543,38448336,55052905,39712734
45544,47849219,39853162,56134182
45546,43978021,39299598,38709821
45547,41416362,47772254,39785051
45555,46784733,35710456,49793714
45562,39207972,36680422,48587908
45563,35087948,36033818,41429861
45570,46669606,39095375,40915202
45572,42664551,59557688,56173322
45587,44731403,40277034,37823322
45597,48207921,45613246,44485340
45600,58460946,40151107,40908648
45602,51662044,56236600,49969319
45604,52690244,44145080,42669773
45606,40790031,37822607,54014913
45612,47996396,39007688,46637795
45627,48232660,53001253,36724039
45628,34695303,41106417,46274689
45629,45783385,42857578,56081463
45630,49574630,38135280,51891415
45631,52570665,35180377,37224705
45636,53611842,54890218,40112487
45640,44641114,48747851,43090360
45642,53383823,45739684,42410526
45644,52208093,37363294,40000864
45646,34572212,48013969,38829590
45650,42288980,37957844,50927741
45653,46647505,53762640,45391275
45668,39980383,35380739,55248909
45683,38781104,37281742,39450987
45689,41382831,58905637,46666184
45690,44941927,60407897,41003081
45692,48991764,52024889,40374675
45694,38475614,36478901,40305266
45700,46613377,48669457,48488686
45704,44448915,49107295,42070270
45705,51348822,37478727,49601888
45707,56522613,42193400,39516876
45709,51567885,37326843,38077426
45710,38198357,44604480,39327883
45714,35137280,57190511,36661331
45722,54077117,59813329,55995760
45724,46647105,49276861,42945859
45728,34826717,48251829,50001174
45730,42414496,35665163,39282430
45733,45769689,35726616,53352664
45738,40561221,45384305,45196073
45739,41372013,54054388,36156291
45751,35745067,38522974,59708394
45762,55766677,47827256,57392729
45770,41754839,47878236,37941472
45771,51394833,36562454,40346754
45776,46275843,45103568,49768495
45779,57731387,36472953,38163737
45780,47844377,36395760,42034248
45783,36021580,57383722,36770700
45797,40702842,40687027,51368646
45800,49476231,54340220,36256501
45801,51284482,52944747,45471455
45810,51251793,39666643,38817058
45815,58932620,41996458,46291985
45818,41074283,51608762,35709996
45825,44850099,43117429,52467409
45826,39464062,43939476,57220342
45829,38579273,40831703,42480245
45837,40016204,53014158,53351366
45840,48626005,48960933,38255089
45843,37613215,49595931,36638768
45845,39944975,56629423,48080112
45846,37611678,48026448,42579395
45854,51070988,42035408,39402011
45866,44854731,44746358,52947262
45867,45394458,58521079,53449735
45872,43791945,43926920,37603830
45873,38821059,51471314,38460325
45877,46508098,40907954,35393716
45883,56181440,53552467,50656681
45885,49825789,46490729,57766995
45898,48114936,55568655,60365849
45902,38623716,43933415,48980865
45904,36779626,48437952,52534158
45908,53989445,48948469,41988612
45935,53001253,49224770,35486995
45942,38668147,52202986,55591958
45946,43376316,35302136,43021890
45952,37895353,48813257,41628914
45957,35992877,43252913,35822965
45959,43352017,38258489,42503824
45967,45915626,35698666,40188335
45971,53513456,37810599,59071404
45980,37468551,50864703,37267375
45987,41022645,57645170,44635584
45991,40793901,40532328,34970272
45999,48949715,56536750,42077734
46000,34653770,37405959,38897302
46012,51547224,34604508,38856410
46015,36652746,47947817,56662215
46016,48011213,42669539,40115043
46017,35749288,40195163,50325962
46023,49598956,37102841,38315235
46028,39790493,45840094,49264502
46034,44357025,58606932,43613295
46042,38905135,53962324,45015640
46053,34890747,42823580,51780038
46057,39158579,50781569,57113287
46060,51413890,52285178,44837494
46061,41959434,45997080,55823296
46065,45379921,34929095,56095884
46069,52017000,60256157,47810268
46071,38928380,58933420,52147873
46078,54901511,45341876,39698357
46086,39699354,55998273,40156203
46094,48182304,58882885,43203058
46107,48792156,41172749,38809580
46111,42117362,36429357,43675665
46116,39620217,58316434,41522357
46118,34633100,39410183,36504066
46120,44865779,51349648,52725293
46129,48433008,45932348,36106098
46136,41224388,37365355,43357070
46139,45946957,46696262,44363189
46146,51578955,55365321,56097475
46147,51888205,51464993,47413325
46148,48186933,38491526,50432116
46151,54628606,56542315,52155730
46154,59754146,51669632,47783257
46155,53807894,58018866,41376175
46167,51960129,44652092,53861300
46170,55575782,40165665,36839605
46181,45401734,47927695,36883574
46182,49803904,42425870,50685514
46188,41440750,57722416,39522014
46193,51390577,41113859,50447425
46196,59302487,35225836,55745797
46199,38434173,39121973,37968762
46204,58593200,36265930,39248985
46219,36168702,35236782,51888205
46220,57679241,41856474,41574492
46232,35183147,41632073,41866911
46234,55058191,39414835,48017498
46235,51243657,34967093,35924476
46240,56770578,47580480,40644933
46249,50551105,48941104,44183989
46259,50077418,40053344,45970381
46263,36159639,35431453,49721710
46265,46722788,53551362,35625099
46270,53030405,44429860,50784775
46277,48160859,45957784,40468739
46279,42210712,49087926,60115483
46280,41681033,58697407,46656724
46290,43477266,49967779,44382152
46294,46739784,57503735,49182433
46295,54250910,58349704,60268719
46303,53872200,35101206,57700791
46305,38973206,58178882,47036768
46312,58178478,52792495,41156790
46320,42247434,53554731,38783212
46321,37375532,52736571,37271356
46326,59442182,37743579,45257534
46331,37310361,37221182,53499901
46334,52654698,38981110,56973959
46336,35214149,56813923,46323638
46340,59232024,44533795,42516474
46351,44141076,42097115,59998926
46352,44057936,37007109,49006205
46355,41968255,54015604,51710669
46356,59494470,38768913,58213970
46361,45607133,43302415,34969552
46364,41652942,59691183,38609003
46370,49536222,58178882,46339677
46372,52761861,43016737,50660654
46383,52779608,36197871,36648828
46394,40209443,43746635,45962317
46397,53483509,58267711,53790697
46401,56561439,46115475,42732375
46404,51128480,59334179,58226605
46405,49211881,50523344,58557561
46433,35087844,50577800,60266795
46436,50066164,40429098,38809067
46439,55783324,46137809,45047059
46447,53063321,51436934,44746358
46450,37227331,40142300,46639154
46457,39126491,51451361,36216735
46458,40901158,35217064,45523370
46467,35260779,35147995,42106924
46472,36511124,48985212,35431453
46482,53459838,44295147,47653677
46484,37679995,37348809,44668774
46501,45024247,34976385,52007729
46506,48083893,57503385,44907191
46509,42903708,53906694,50800945
46515,34876551,43861957,45811667
46517,50686430,39932140,43070900
46518,57015666,40846129,52708547
46519,45038118,54720069,49880015
46522,34897843,57037335,41649050
46523,42653955,60370061,37177936
46525,54730362,42402727,45817827
46528,44933136,51387762,48384335
46533,36017724,58969450,49171953
46539,44639309,38197386,56794489
46540,40581241,35869985,47756192
46541,47885181,53338807,42365650
46542,48746136,52142229,48356448
46548,34664416,50951779,51379850
46552,42277494,53403723,56036031
46570,45337983,58129000,54520797
46579,49032446,48149273,45488230
46590,58037277,35982864,38242368
46592,45735390,48897291,40670252
46593,46782535,35743905,35796677
46598,35976087,55320826,50039588
46604,52540196,40350288,36189503
46605,35702705,36585948,51784430
46607,39162055,59302724,49479547
46614,50146550,41446115,40031688
46629,48709839,48081633,40637010
46630,53421574,49330139,37085074
46634,56247433,35365769,53391290
46638,41402409,35700038,35623868
46644,48697799,45404238,45464063
46652,37252468,43386366,45040710
46655,44754438,35278805,34850734
46661,45471455,42700652,34726096
46662,37242316,41327573,58994555
46663,53072626,57548384,44756742
46671,51242815,40028175,39576170
46674,50410248,36716503,48318340
46677,44673154,41184161,50714543
46678,39732223,49993887,42775732
46680,54262906,40928325,56456418
46683,49283033,58055770,43700354
46689,38738760,51289587,35134661
46694,35683379,37777026,59634016
46697,39543108,44829878,40165406
46698,48560735,54722019,56468475
46702,45186432,35605664,45948152
46717,47084190,36093638,44836482
46722,45384305,48050512,50895304
46723,37796200,51054175,52380680
46728,40610226,60254970,54945967
46733,44535445,60122877,52355605
46736,48751988,41341678,45939823
46744,37227421,52017585,37376033
46760,38696355,37805525,37849401
46762,43937561,52241355,37836520
46764,54569430,46192085,45026976
46766,41831300,58714366,52788448
46767,38653346,49226123,55831498
46769,40400292,44142591,44367082
46773,45760953,36091973,41173477
46778,58098006,47955810,41784012
46785,57569166,48176432,57539494
46790,40451172,47594139,41393568
46809,53224749,53252029,53901486
46816,48674848,43435424,43208864
46820,59153979,46664656,42273195
46827,59462331,53906694,38704353
46834,35600714,50028182,41028288
46837,41217367,50417782,36114016
46839,34641003,40990891,50330398
46840,35740077,35270404,43071785
46847,50588194,42404885,49594623
46850,56775305,51944534,43219721
46856,41441266,40753361,50399170
46870,40055439,48008095,56716793
46871,46785369,43026403,48547046
46872,50289895,55255084,42745431
46895,34766562,42515485,41196863
46897,54162007,40240291,35902485
46900,50315085,43318070,41332643
46904,48297685,40481651,57059477
46907,39665339,48344445,51589244
46909,40394641,48939454,36449898
46910,44692041,39276514,53355686
46914,59555840,47914605,48837692
46925,35757620,57508392,40782638
46927,56690310,42662539,43180310
46939,48760581,46380569,36206768
46940,35888972,52658105,35198925
46951,50877398,38667891,37236892
46962,38444173,38677449,46146508
46963,46578829,37385648,38687720
46970,46698126,57070234,38729285
46971,53250718,49462560,51145780
46982,51724036,34745955,41266058
46983,36442880,37071867,47113970
46991,52991136,50672279,41678570
47002,54177359,37092737,57305495
47005,37576677,45110720,60210610
47013,44199883,49534860,36559074
47016,48069455,39462531,55201424
47020,36999461,46567244,50064657
47021,38744071,46102150,41981686
47023,53227010,43758569,52801323
47030,43783924,50656681,56880977
47038,54106292,44103711,48389964
47040,43237156,57277316,46437160
47049,57524110,58165606,36671318
47061,58083935,44572865,47928334
47064,57594159,55551038,36472263
47066,52314944,42737957,44231209
47067,45060713,35846986,50413341
47077,53885362,35285902,41429619
47079,46203146,35206015,46518024
47082,40310932,54988030,40035632
47085,40034424,44789492,35612826
47086,57107425,52388262,35170397
47089,43574547,55793734,43206198
47092,35378037,54933030,45971745
47095,40873599,35825114,38720026
47100,49308459,35683379,46865596
47102,56502313,43966857,53614631
47108,40951825,48433117,49442245
47109,37782505,49419874,40318914
47112,35973479,35320438,48746136
47116,38733750,42526831,40177493
47119,43495155,42405219,37897685
47128,42533090,53469165,36143838
47132,51651954,37272822,44177555
47136,54411060,53001642,45060713
47139,41593135,45239463,36279371
47140,36103646,44733657,44223239
47142,50095061,49600466,35304367
47148,46757165,54879212,54582642
47149,45175470,43169218,36871127
47152,51076152,43075321,35365007
47153,42229946,48789307,40814785
47172,37782344,35447873,53911835
47176,50383100,53790368,38307489
47180,37119519,43107364,39288595
47182,38348222,59419330,45750159
47191,50730172,44229676,50480318
47193,55644416,53873270,43818039
47198,55386996,53844052,42265738
47204,46574715,45757399,40345788
47205,52543887,57031649,44219034
47207,36372099,47251961,38835273
47221,40491664,49822266,34596989
47222,43376193,53791553,38444173
47225,43392889,42218659,35589820
47227,39464479,35349485,40163527
47237,48119414,37931577,44825098
47239,39430932,46360567,38705858
47243,40330425,48043247,50587267
47245,53525646,43468950,53122092
47256,47420126,34939520,44319853
47262,44422918,40860933,46041148
47264,39332407,46763842,58697407
47265,57560606,36151973,51520916
47267,49524623,48413448,39439213
47270,34852604,34954032,56661787
47273,49133294,35826286,45453667
47277,36768642,40451172,45876572
47284,35950211,34876551,45785906
47288,49854005,49757953,37556516
47292,36670910,41132147,35308850
47298,39454185,45314576,41211820
47301,60103350,42783106,36435856
47304,48959427,40534342,50839282
47312,48041821,59435508,40422129
47314,38135873,49467983,40513241
47320,52284929,39112457,43454514
47322,42865246,55930471,39552682
47323,35034245,48323371,38216541
47324,35808242,36199731,50126050
47329,43548744,40993718,37183943
47331,51124872,35093491,40919028
47333,42189850,51912757,37236747
47338,38524378,46062243,56566781
47355,36818185,41619501,46781713
47363,47591772,55660641,41373774
47364,56863674,49198268,41893286
47365,46011940,45492952,37127422
47374,53060776,40995731,48029879
47381,51075397,58064393,36064779
47402,57054326,37943616,40612682
47404,34877177,44131095,37744231
47408,36045913,56868683,41790281
47409,45493289,41429861,49015116
47413,53391221,51469740,55558838
47415,39213646,44983349,55498372
47426,40767164,42371288,59760826
47429,41985262,51612114,40725668
47437,41003081,46241700,51436886
47440,48254896,48524527,51091565
47441,59601557,45216421,58138738
47442,46671348,39276437,35785375
47449,37595376,48298578,58252454
47455,48733053,47805960,53064612
47473,37974502,54005885,58497874
47479,34558390,42148570,58388865
47483,42384157,37228080,49840034
47487,37370671,58165606,38077496
47491,48199842,54591336,45559905
47503,48043908,35826286,43190894
47505,39499385,40289695,54052672
47519,41234367,53896641,46442790
47523,43964571,59147032,44601989
47524,47914605,45456543,35590359
47525,44648551,52611425,38869673
47527,49568833,54787867,48800033
47532,50117231,48078816,39871883
47540,37313780,49462560,49157070
47543,60294250,53023909,40809503
47546,57700791,59925486,39557772
47552,42146558,42244791,46058457
47553,47114523,50149688,41450141
47558,49990812,34972895,38098121
47573,57087283,36943036,47863395
47577,40658732,37631835,37165979
47578,48174458,40367658,38212691
47586,46892098,44768284,39016131
47591,52949463,48098316,43795850
47592,46216185,43211814,57654780
47593,34959558,53206503,51691968
47594,56489569,44539864,47694929
47598,52059907,51637912,54378915
47601,38482270,40962802,35552708
47602,47936477,47863832,40188777
47607,60078168,39671396,35513954
47611,44970728,44081803,59655835
47615,45456543,53031358,40715213
47622,43459209,48761985,60433781
47632,49771603,44802251,50612390
47638,49065174,53148528,59543782
47641,38795638,53473528,42437890
47642,40308209,50138910,38178346
47654,52910751,38226215,41937330
47655,39994554,43539654,58861062
47664,57495819,47894834,40908891
47666,42046109,58027378,57704493
47670,55413215,45528865,43998410
47671,39863725,55566419,56486112
47673,54865554,43373463,50980661
47678,50193885,51386917,39372301
47679,43488954,40168248,39959514
47681,40864312,48321329,49693451
47689,49801899,45122278,38917751
47690,53039583,38885760,48547485
47695,52904622,60436349,53605966
47698,37887150,55241169,41342818
47700,45471455,45965459,42198178
47709,48590268,42368265,44217661
47717,50532260,59579700,46297949
47721,50020255,57638040,54781243
47722,35842751,39377055,51951527
47724,50480318,52998639,45909499
47726,55375528,44998051,52689760
47727,56405373,52760657,37952332
47734,55191600,52851526,49332298
47735,35840688,52568836,51171908
47740,39952356,42203488,57916951
47743,55038253,59610447,42775732
47746,36160706,37505186,34620317
47748,50135438,58455061,55679439
47749,49271383,48449511,48340989
47751,54317727,48883294,38824666
47757,37456952,44526763,55955850
47761,40635614,42732832,36725009
47763,51547224,44065101,37534548
47764,57868883,44289671,42167583
47768,37627040,56288575,46658378
47772,41364346,52261704,37239759
47774,60037985,41353695,37622664
47793,38345665,34994252,35817180
47807,37492056,49072656,35128229
47812,39500612,55318938,39756569
47816,38866560,56698990,38403662
47817,39338130,41921746,42543010
47818,43475095,38736423,34976140
47821,39581517,40220981,37836099
47825,44787465,34693023,42255458
47829,36119586,43187829,45500156
47843,46944600,41687767,39211689
47850,42154276,43946997,39689707
47856,40951334,43330183,42605877
47857,50593114,45177482,38877440
47861,56742269,51874974,46312493
47868,49317776,38484769,43896704
47870,44061248,49867365,34937724
47876,38042075,51291816,41143150
47877,57048021,38748257,37979115
47880,57654544,50321419,41308579
47883,37976626,52355045,49350578
47885,57094602,52223454,38785991
47887,59351372,44276096,43018840
47888,48624685,44315762,57432980
47894,45073482,58749788,39469087
47895,37347708,54690116,37602368
47902,60264848,42048682,48627298
47907,39591740,36651240,54961679
47912,40684788,34867265,51788513
47915,48052690,55274373,51128480
47917,42538752,59213519,52685792
47938,52105325,35926998,51401148
47948,57715057,40693309,48017498
47949,40624849,51543999,43135218
47951,39976917,44360792,36911853
47956,49981091,36763080,40226357
47961,49131528,42530634,34685099
47962,43832479,52807272,49049845
47969,36734261,42607084,34870330
47971,40727777,40878819,34720406
47972,48356448,45509472,37936560
47973,45391275,36560458,36761913
47976,58322476,57596728,34839505
47978,41394152,39839051,56979915
47979,45813304,49565673,40350288
47980,38580890,51019475,52116528
47984,41932585,48036556,34794992
47987,42232051,44984583,40105796
47991,58606114,45099374,48370147
47994,36151137,46480369,40777265
48008,48183999,36352541,37348809
48010,47767510,51670223,45370131
48015,39727075,53557788,37322238
48016,40823701,46483949,46541661
48019,40318665,41751250,37002229
48020,42063854,39952356,40608412
48025,37767444,56611299,43367814
48027,43071785,49568833,42376534
48028,42753513,35084676,55424306
48030,55723978,59301566,45998376
48033,48648341,41271702,47242799
48034,37365227,57605036,44589030
48038,53141536,53877838,35355930
48046,41307600,54582376,39674057
48056,46911838,56661902,50554110
48061,53207700,59977887,54619731
48070,53456290,40570117,53456664
48071,42978372,49032446,37904817
48072,48580436,36363470,40096694
48073,56145896,38708377,57277316
48077,44625491,52004463,40790031
48085,48757577,45012964,45141503
48088,39317252,44234100,45849831
48100,49825121,47968529,53954836
48101,41603111,34577012,58996344
48102,50221534,36364447,56636914
48107,51211004,40319899,53523948
48108,40361952,44721327,48583243
48118,40229182,36032965,54243960
48124,39093650,50567155,41059144
48128,37239887,42551408,54469715
48136,49303180,45310409,51558483
48138,46206500,39040929,40484102
48156,59301126,53049182,40093870
48167,50082458,36082170,38984201
48171,51089058,52736892,44248118
48174,36269768,42615445,39533532
48181,46477195,52696937,35166685
48182,34668678,48213384,45569104
48191,40864312,35926857,35608200
48194,41539500,40197574,39377383
48195,39087058,37996561,41844080
48196,46031491,40493742,45423620
48198,43788492,54158860,44272402
48203,54059781,40962366,38237439
48208,53543477,49459780,37023920
48213,52373314,37509310,37987655
48214,35792299,37804279,49697228
48221,38065638,55458421,43026403
48224,53771643,43065883,40622628
48234,39025793,56148952,38600119
48241,55515966,36681449,53052012
48249,37463092,41881891,40007812
48251,56832253,45519275,42601884
48257,49570110,43170785,57713712
48258,37713302,34819642,45418285
48264,35318416,51476339,51232224
48267,45204435,38777337,39635861
48282,41803295,57500245,42890954
48285,38265921,37508965,37339257
48292,41482831,35188883,52225520
48301,49547136,46515468,43989511
48322,40866576,40653010,36670642
48327,36801318,58394236,39763539
48329,35900737,49237597,39304188
48334,35563846,53119123,36725982
48338,44178195,45381590,44601957
48349,34578174,55424574,51726370
48358,53732220,39412424,45942325
48367,36763080,40916473,59454934
48368,42036349,46242206,49228693
48369,37344984,50532486,46566830
48371,34687762,39264480,38352148
48379,49247629,53104148,36642952
48385,46428633,43151202,42174495
48387,45046030,56002023,39798083
48396,58064088,48277473,37827270
48397,50822659,57391449,36787577
48401,59746160,42903515,54422360
48402,39127389,50332119,48830793
48409,51580918,44873601,36548279
48411,35973914,50403424,36847402
48420,41884169,44191073,34976058
48424,56561554,58249426,39432754
48425,47997652,51486454,46764743
48427,40236412,43459830,57868145
48452,55304501,59537438,35531759
48458,38872402,44865779,54031245
48463,58885218,56443599,49411796
48466,49090395,59250049,49107789
48468,43234866,58477827,39341892
48475,40188777,41584934,47959767
48485,44839306,59714178,46419820
48491,38578528,35272010,38660735
48495,46366929,39864526,50950103
48502,41903103,53162510,42462530
48504,35394886,35140358,40188335
48514,39865597,39546044,60335328
48517,46046733,39519950,45984731
48521,41364346,35079509,36009021
48526,49983637,44208618,36103988
48529,49772395,51011113,48946030
48533,45356723,56902356,40968169
48539,52058112,41993098,34819557
48542,43214540,35195221,47109791
48543,40762009,41035514,41505956
48547,58168042,40873599,34575102
48550,38057499,46502234,44276496
48552,35821566,43757463,57500245
48554,40028789,42947918,52572440
48555,52793375,42024053,53329290
48559,38590249,38067165,50780659
48563,52176383,49282471,39618095
48566,46247320,44714646,53361406
48573,51297250,39783797,53582720
48585,39416333,46199823,51505586
48586,35215376,49299250,49679758
48589,38840028,35501410,34886407
48591,37819022,37469829,35459652
48601,51492729,50360443,38012641
48611,57093018,39438962,44043798
48616,44296875,46553129,57169604
48633,37996485,49703483,35079548
48634,58183298,38768913,38745141
48638,37277808,56868683,48971878
48642,54573707,37499242,47006802
48653,48558822,39620905,51469123
48656,40823663,35085579,47309242
48669,50645402,53605966,60305061
48679,41316422,41640967,41993445
